"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"492.5867864/54.85746146"	"56897812"	"15285754.09"	"28757904.27"	"2062917.179"	"56897812"	"19195388.87"	"56897812"	"56897812"	"56897812"	"56897812"
"492.7221399/61.44333114"	"6024616.932"	"8428047.815"	"12502051.54"	"2810039.57"	"1482916.329"	"6878743.933"	"14878830.13"	"1113431.995"	"21983625.84"	"3104346.622"
"492.823131/59.95340136"	"3154777.769"	"56897812"	"56897812"	"2412154.165"	"1767987.358"	"56897812"	"2664156.421"	"2530470.014"	"3486998.667"	"1991330.33"
"492.8700211/63.36475769"	"56897812"	"3243635.205"	"56897812"	"1366196.205"	"1796235.233"	"5931860.081"	"2886402.699"	"5897623.161"	"5825014.226"	"4160477.208"
"492.9123862/59.75647256"	"850591.3345"	"56897812"	"56897812"	"1380685.986"	"1229779.794"	"56897812"	"1677434.556"	"9105787.115"	"4028600.085"	"1314772.4"
"492.9328179/75.83201558"	"3539322.086"	"56897812"	"56897812"	"897003.9041"	"1277792.831"	"56897812"	"1505265.793"	"1825067.614"	"1428190.481"	"1048534.494"
"493.3128499/45.13394103"	"134031880.7"	"56897812"	"1606148.276"	"129762369.7"	"139353934"	"56897812"	"133434430.3"	"153368838.1"	"131585080.9"	"135943937.7"
"493.3839953/26.62067556"	"56897812"	"690947.9589"	"592457.3553"	"56897812"	"192553.2114"	"651875.9958"	"56897812"	"56897812"	"56897812"	"56897812"
"493.6501682/38.11465695"	"477878.1256"	"56897812"	"56897812"	"56897812"	"391412.6135"	"56897812"	"264326.8758"	"329727.4278"	"268342.0425"	"331912.6385"
"493.8223847/56.12242426"	"1044099.106"	"56897812"	"56897812"	"621009.2843"	"668581.4153"	"56897812"	"356528.8297"	"56897812"	"390868.5855"	"420829.06"
"493.8505678/149.1633217"	"133884.4205"	"1445825.054"	"57718.63421"	"451292.8796"	"262630.1636"	"56897812"	"56897812"	"56897812"	"730736.8697"	"1029617.845"
"494.0051046/295.4452889"	"284592.2155"	"56897812"	"56897812"	"398874.4929"	"970001.557"	"56897812"	"661430.8114"	"559222.5443"	"56897812"	"879527.8667"
"494.257062/42.84309931"	"4653503.702"	"56897812"	"56897812"	"9195939.095"	"13333149.44"	"56897812"	"9559730.195"	"13699888.56"	"7727743.535"	"10686317.57"
"494.3013009/36.38582756"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1575374.979"	"1799483.206"	"1955779.158"	"1579314.51"
"494.3164672/34.05067841"	"32550299.7"	"56897812"	"507775.6577"	"34197814.24"	"37482098.65"	"34979.34909"	"32687523.72"	"40381753.5"	"32826536.1"	"34872093.63"
"494.7276308/58.03364657"	"1426695.997"	"56897812"	"56897812"	"1026954.332"	"531663.7349"	"56897812"	"828431.739"	"56897812"	"927759.825"	"1093222.552"
"494.7526913/61.84192485"	"2665662.927"	"56897812"	"56897812"	"56897812"	"1728002.428"	"56897812"	"2304399.057"	"1328922.999"	"56897812"	"1515119.362"
"494.7573402/44.45473732"	"2911766.623"	"56897812"	"56897812"	"7002548.612"	"6815961.824"	"56897812"	"5360154.167"	"5147869.848"	"6897517.564"	"7448457.439"
"494.829381/28.04265593"	"18354306.76"	"56897812"	"56897812"	"25929731.19"	"21171900.94"	"56897812"	"17671066.39"	"16109220.77"	"18523057.15"	"21862496"
"494.8445046/204.4055814"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1249344.448"	"704973.4494"	"804832.1133"
"494.8549501/71.56297164"	"1331467.854"	"1096080.206"	"56897812"	"3343920.985"	"56897812"	"1861226.367"	"1968154.658"	"1966812.515"	"1922674.253"	"2320422.879"
"494.8582135/134.1912316"	"1456636.855"	"56897812"	"56897812"	"2123709.472"	"56897812"	"7671434.884"	"3523266.939"	"4945439.278"	"3513875.375"	"1713986.187"
"494.8680271/64.18906358"	"56897812"	"6680214.76"	"56897812"	"56897812"	"56897812"	"56897812"	"1955246.115"	"3388671.115"	"2740276.178"	"3224550.188"
"494.9091954/59.66837578"	"1286129.344"	"56897812"	"56897812"	"1348614.444"	"56897812"	"56897812"	"1433608.776"	"1789817.893"	"1997806.877"	"1947225.501"
"495.2586118/41.3331118"	"56897812"	"56897812"	"56897812"	"3431827.639"	"56897812"	"56897812"	"1201042.897"	"2285031.982"	"4552166.829"	"4686187.385"
"495.339733/30.23279967"	"120987575"	"56897812"	"56897812"	"145723899.8"	"125850508.8"	"56897812"	"109203712.4"	"124855707.7"	"127060964.1"	"147104341.4"
"495.8402452/29.78416383"	"65476215.91"	"56897812"	"56897812"	"75069043.53"	"64180878.89"	"56897812"	"38621482.12"	"57411319.25"	"78707895.87"	"66601370.53"
"496.6431241/56.26003309"	"56897812"	"5202319.637"	"56897812"	"3187270.797"	"2877513.069"	"5370994.567"	"56897812"	"4135003.213"	"3438587.473"	"2858965.916"
"496.6703142/60.82618795"	"5042423.061"	"56897812"	"56897812"	"4918460.043"	"412336.4964"	"2001282.555"	"10558939.1"	"56897812"	"3869072.391"	"1041065.829"
"496.8439888/32.35812338"	"2577866.731"	"56897812"	"56897812"	"3262717.035"	"2143243.155"	"56897812"	"2112827.299"	"2879047.076"	"3197096.068"	"3101760.429"
"496.8653449/63.85114042"	"56897812"	"991826.4382"	"56897812"	"56897812"	"56897812"	"1253704.552"	"56897812"	"768087.0474"	"56897812"	"830290.8256"
"496.8862917/129.5416022"	"32152460.73"	"116144292.3"	"118041281.1"	"21491435.98"	"23940708.17"	"108580029"	"23813778.86"	"57487854.21"	"35766010.93"	"23097966.41"
"496.9953468/70.05489916"	"3717897.987"	"3007875.754"	"2556501.778"	"4808248.276"	"3572130.646"	"2893264.099"	"4448506.444"	"5350077.701"	"4803866.723"	"4072110.868"
"497.2356539/37.77896188"	"3602811.645"	"56897812"	"914686.2938"	"5168138.333"	"4291092.72"	"56897812"	"4165287.007"	"6270524.581"	"4473954.783"	"4507436.397"
"497.2907383/40.05537903"	"222687.5237"	"56897812"	"56897812"	"56897812"	"481451.1697"	"56897812"	"56897812"	"722177.9375"	"764521.0994"	"946512.5122"
"497.8179148/32.95292831"	"3641574.023"	"56897812"	"56897812"	"6439191.809"	"3869806.03"	"56897812"	"5669731.513"	"4676373.205"	"4991385.692"	"6187775.972"
"498.2179829/89.10185998"	"56897812"	"56897812"	"56897812"	"370590.5001"	"267733.6557"	"56897812"	"593159.308"	"743909.1055"	"695121.453"	"593755.554"
"498.2384646/37.86121167"	"320071.2767"	"56897812"	"56897812"	"256673.9986"	"365732.6285"	"56897812"	"726295.0562"	"1097531.717"	"791376.0421"	"569103.728"
"498.6678831/62.14755223"	"56897812"	"56897812"	"56897812"	"56897812"	"1157276.604"	"6960528.165"	"3109303.858"	"56897812"	"2903053.649"	"3202275.486"
"498.8211394/35.15372974"	"56897812"	"48826.87591"	"2748559.277"	"876736.736"	"2051118.232"	"2552745.06"	"56897812"	"56897812"	"758476.7443"	"1180849.858"
"498.8226664/161.4162086"	"8212570.84"	"56897812"	"6329051.086"	"8312682.597"	"12464977.33"	"13128824.03"	"17893598.59"	"16260165.56"	"15476126.26"	"14294701.29"
"498.9003222/68.5327861"	"227839401.3"	"235824118.7"	"84481262.12"	"335461357.6"	"357047979.5"	"295846296.8"	"485073695.1"	"476906973.7"	"463125323.6"	"423251896.7"
"499.7775877/38.02216424"	"2851846.458"	"56897812"	"56897812"	"2179930.636"	"2940027.148"	"56897812"	"3176744.963"	"3787843.405"	"3548850.002"	"3794978.568"
"500.3260858/28.14619102"	"26572719.49"	"56897812"	"56897812"	"43280079.34"	"38909968.21"	"56897812"	"35912162.59"	"37462848.35"	"41144551.65"	"48935619.71"
"500.6654391/61.54925081"	"6185290.458"	"9083155.767"	"56897812"	"56897812"	"5306877.376"	"56897812"	"56897812"	"4562047.797"	"2656223.559"	"2077220.448"
"500.7745161/73.48715234"	"56897812"	"5901613.682"	"56897812"	"56897812"	"56897812"	"5470542.474"	"56897812"	"3177634.168"	"3139633.381"	"56897812"
"500.827825/28.38280937"	"12081805.26"	"56897812"	"56897812"	"22562424.35"	"20390871.48"	"56897812"	"16511415.28"	"20290570.21"	"21121715.32"	"26192298.6"
"500.8545361/61.3159539"	"56897812"	"56897812"	"56897812"	"3096785.624"	"56897812"	"56897812"	"56897812"	"1752822.963"	"1675860.029"	"2293503.184"
"501.2568087/101.7541467"	"284104.4966"	"56897812"	"534229.7344"	"219120.9939"	"264410.4647"	"662880.4497"	"404076.7975"	"67242.04816"	"78455.24395"	"597877.7755"
"501.2621244/108.8057203"	"6499965.629"	"4723489.463"	"6278486.402"	"3531994.261"	"5923387.854"	"5582032.944"	"7760851.931"	"12858390.38"	"7716462.379"	"7624057.638"
"501.3299103/28.60549788"	"2697204.707"	"56897812"	"56897812"	"6923139.918"	"5624632.168"	"56897812"	"3661171.455"	"56897812"	"5478509.48"	"4823061.592"
"502.2657174/107.3819965"	"40985137.68"	"36792920.12"	"44804362.98"	"28538305.66"	"51011522.64"	"46359958.89"	"65747986.73"	"98813476.62"	"55682215.88"	"57309762.54"
"502.6157922/56.73399824"	"4830967.281"	"56897812"	"12947000.42"	"4339762.639"	"3474116.169"	"56897812"	"16293917.76"	"56897812"	"5817301.716"	"56897812"
"502.8140957/35.35767936"	"4053716.049"	"2614.059002"	"3615.719802"	"4333852.458"	"4113701.559"	"5225.3968"	"4594536.271"	"6900896.451"	"5577369.19"	"5158912.387"
"502.9411699/64.30694554"	"3838862.146"	"56897812"	"56897812"	"2372249.674"	"56897812"	"56897812"	"2019847.604"	"56897812"	"2047768.99"	"1890924.244"
"502.9616693/74.63643719"	"1255923.996"	"56897812"	"56897812"	"2999745.063"	"56897812"	"56897812"	"4473664.894"	"6319033.547"	"4781964.998"	"5331418.411"
"502.9902009/127.7736752"	"3316138.329"	"56897812"	"556899.5615"	"3467101.629"	"4303994.12"	"56897812"	"3680161.069"	"3561897.2"	"3953965.268"	"4821998.766"
"502.998149/83.54255371"	"1280772.036"	"2711330.096"	"2226968.508"	"56897812"	"56897812"	"2885703.524"	"631230.2574"	"56897812"	"350259.9393"	"56897812"
"503.2691456/109.2443021"	"2884018.509"	"1880698.082"	"2526096.454"	"1422909.298"	"2762061.519"	"2480973.971"	"3389153.647"	"4736027.721"	"2931669.086"	"3090393.616"
"503.3149815/35.72882128"	"1069693.723"	"56897812"	"56897812"	"749128.1448"	"1638920.791"	"56897812"	"2934730.159"	"4836114.141"	"3560276.981"	"3579221.563"
"503.8168705/36.57172426"	"56897812"	"56897812"	"56897812"	"229735.1782"	"418167.9845"	"56897812"	"550340.1039"	"797840.7627"	"602352.8425"	"786549.7425"
"503.9236411/83.38573236"	"56897812"	"1342964.506"	"56897812"	"56897812"	"56897812"	"597161.559"	"56897812"	"335805.6453"	"451254.8059"	"56897812"
"504.0171897/120.0563748"	"2197363.896"	"56897812"	"56897812"	"2827891.159"	"2674289.057"	"56897812"	"2928305.18"	"2361291.844"	"2714911.895"	"2310063.223"
"504.0187023/104.3549914"	"2797788.183"	"56897812"	"56897812"	"3685079.962"	"2409269.27"	"56897812"	"2035438.627"	"1070332.666"	"2023056.533"	"2170350.995"
"504.425795/24.08111141"	"16808.6438"	"78654.54517"	"110286.3573"	"23785.69442"	"123623.0361"	"139802.2977"	"56897812"	"72282.26059"	"76040.00223"	"45611.31675"
"504.7480588/67.39904519"	"56897812"	"3950695.332"	"2135953.739"	"1593620.628"	"56897812"	"1801192.073"	"656793.5872"	"56897812"	"56897812"	"56897812"
"504.8665613/71.4432734"	"6539565.991"	"3422360.685"	"56897812"	"15850866.3"	"25328046.39"	"2553320.951"	"22141013.21"	"27415061.69"	"26259411.98"	"33157227.81"
"505.4108331/27.51942593"	"1503941.817"	"56897812"	"56897812"	"1404481.38"	"1794273.938"	"56897812"	"1418888.558"	"2093064.562"	"1061238.703"	"1362851.37"
"505.8044185/40.61966799"	"5932973.337"	"56897812"	"56897812"	"13450048.53"	"8505541.21"	"56897812"	"5037513.726"	"9289351.311"	"11324156.42"	"10221329.81"
"505.8493533/69.62544613"	"1100989.69"	"56897812"	"56897812"	"1403455.369"	"911070.2342"	"56897812"	"619037.5175"	"56897812"	"56897812"	"56897812"
"506.306949/39.26078862"	"2122406.376"	"56897812"	"56897812"	"3221256.367"	"2317408.639"	"56897812"	"3451813.527"	"5255171.332"	"2551215.351"	"3721102.614"
"506.4034491/28.38802447"	"56897812"	"244628.7921"	"475116.8964"	"56897812"	"39150.97929"	"638920.0534"	"56897812"	"56897812"	"56897812"	"56897812"
"506.618269/53.42433118"	"56897812"	"16845374.09"	"16104931.28"	"3675394.685"	"56897812"	"56897812"	"10467739.17"	"20237996.53"	"7621369.55"	"56897812"
"506.6990028/63.62496009"	"3033558.94"	"56897812"	"56897812"	"11862516.42"	"1829576.661"	"56897812"	"2199309.62"	"1374855.362"	"1296858.179"	"2006410.291"
"506.7157922/56.80797116"	"4812541.12"	"56897812"	"56897812"	"5781991.235"	"3409505.817"	"56897812"	"5748763.932"	"7249091.941"	"3619127.065"	"5167028.993"
"506.8001754/61.54644355"	"4676085.631"	"56897812"	"56897812"	"7048930.251"	"4534605.127"	"56897812"	"3971966.779"	"3686965.388"	"4168705.11"	"3331359.158"
"506.8440036/70.32373915"	"3580511.916"	"7838230.68"	"56897812"	"3718746.553"	"2971193.333"	"56897812"	"4039582.984"	"2911179.841"	"5717320.302"	"4008077.017"
"506.9450767/81.92689788"	"269749.3507"	"1484531.291"	"56897812"	"326859.5504"	"501126.6777"	"1630356.96"	"56897812"	"701493.7617"	"56897812"	"622329.7288"
"506.9813539/137.2777376"	"1948357.342"	"1444479.312"	"56897812"	"3337012.062"	"4040860.155"	"2532837.907"	"4338634.308"	"7052557.269"	"6198288.792"	"5991946.93"
"507.3067946/40.65659596"	"56897812"	"56897812"	"56897812"	"364988.0261"	"443605.5833"	"56897812"	"56897812"	"459081.3875"	"471791.4563"	"452749.4104"
"507.917863/107.5299873"	"14999840.46"	"20622028.41"	"10687055.66"	"17204687.62"	"13024681.14"	"16771580.68"	"10971227.12"	"7272728.522"	"11032888.02"	"11425883.46"
"508.2949068/156.3512702"	"2925916.756"	"56897812"	"14925185.36"	"2006140.662"	"3007560.031"	"56897812"	"3636476.71"	"2829007.726"	"2158843.62"	"2667575.366"
"508.3290802/28.52233149"	"20520598.44"	"56897812"	"56897812"	"32597325.99"	"28026736.65"	"56897812"	"22954907.48"	"23243544.36"	"21927590.14"	"26997561.42"
"508.6965336/64.46723481"	"4835201.03"	"56897812"	"7625625"	"2934536.365"	"56897812"	"2729763.135"	"2287732.656"	"1664431.446"	"1438118.865"	"56897812"
"508.7974857/61.80668776"	"4608904.328"	"56897812"	"56897812"	"4778593.513"	"3856000.824"	"1383534.597"	"3240179.177"	"56897812"	"2839457.343"	"2890456.839"
"508.8395444/28.2709476"	"61298926.05"	"56897812"	"56897812"	"86422360.35"	"80096049.9"	"56897812"	"75899900.64"	"78802730.03"	"86484077.69"	"92537579.61"
"509.2873069/48.53595828"	"100374423.7"	"56897812"	"56897812"	"83775653.38"	"116465571.2"	"56897812"	"91569980.83"	"94088756.47"	"77026554.46"	"89972741.86"
"509.3429821/40.01186993"	"36554810.3"	"56897812"	"56897812"	"47859788.4"	"42603855.62"	"56897812"	"40523517.74"	"36999060.65"	"46052159.08"	"50183544.21"
"509.8339195/151.7228362"	"78278304.35"	"4881369.056"	"625395.6636"	"42526810.39"	"68808001.01"	"23017939.89"	"83178071.71"	"58504536.05"	"79664717.87"	"70208879.96"
"509.8345622/295.9121392"	"3280497.661"	"3901343.159"	"11915896.17"	"1558724.699"	"2179509.089"	"1568226.858"	"2602865.471"	"1050064.467"	"2908723.426"	"1633711.801"
"509.8429652/28.5388021"	"4458267.554"	"56897812"	"56897812"	"8230595.603"	"9159715.118"	"56897812"	"56897812"	"6088568.383"	"7821236.314"	"7298331.596"
"509.9309471/107.9605409"	"56897812"	"56897812"	"1843133.327"	"56897812"	"56897812"	"1633185.553"	"56897812"	"489206.5243"	"844127.7702"	"56897812"
"510.243271/39.87898509"	"2708390.571"	"56897812"	"56897812"	"3156593.835"	"3998253.345"	"56897812"	"3437714.573"	"5003639.76"	"3554518.317"	"5127866.971"
"510.2904856/48.03520449"	"28328829.71"	"56897812"	"56897812"	"31626134.98"	"31953127.67"	"56897812"	"29386878.69"	"37630310.36"	"31195792.98"	"29053568.79"
"510.3439197/30.19402865"	"2961844.317"	"56897812"	"56897812"	"2897697.896"	"56897812"	"56897812"	"2494782.64"	"3134731.561"	"56897812"	"4680107.609"
"510.7447239/41.27336497"	"1022219.539"	"56897812"	"56897812"	"690889.7905"	"1216614.755"	"56897812"	"944790.1846"	"1557170.448"	"1011975.975"	"1481343.846"
"510.7936722/63.15832159"	"56897812"	"56897812"	"56897812"	"2231066.807"	"1113446.664"	"56897812"	"1746093.667"	"940301.5763"	"56897812"	"1266113.607"
"510.8408206/65.4361079"	"56897812"	"1288046.934"	"56897812"	"2229018.471"	"3828024.568"	"3548055.65"	"4483185.274"	"7013499.438"	"7482298.018"	"5430838.057"
"510.8796763/61.77673383"	"314340.4456"	"56897812"	"56897812"	"844617.9079"	"1715650.878"	"56897812"	"723617.1484"	"56897812"	"56897812"	"726991.8214"
"511.2143278/40.27342133"	"876724.8113"	"56897812"	"687068.314"	"379826.4431"	"56897812"	"56897812"	"942217.6638"	"56897812"	"1361004.227"	"331520.9551"
"511.2845552/39.91792804"	"5610235.774"	"56897812"	"56897812"	"5834208.313"	"5513453.543"	"56897812"	"5219827.657"	"7956904.288"	"5832140.161"	"4692050.555"
"511.2948735/40.48266478"	"56897812"	"56897812"	"56897812"	"2129616.812"	"2260556.343"	"56897812"	"1495067.506"	"56897812"	"1718781.334"	"2228410.546"
"511.3275576/37.26355902"	"15802913.92"	"56897812"	"56897812"	"9086457.573"	"14866921.61"	"56897812"	"16738425.66"	"12947351.24"	"9817010.831"	"19748812.42"
"511.7870623/74.13975647"	"1991499.418"	"1565844.322"	"5671101.485"	"56897812"	"144297.4144"	"3326411.879"	"56897812"	"56897812"	"1211506.795"	"56897812"
"511.8290886/37.82005286"	"9203867.488"	"56897812"	"56897812"	"6681742.027"	"7318253.512"	"56897812"	"4683009.351"	"4842332.673"	"5288623.605"	"5007547.224"
"511.8293238/114.781753"	"56897812"	"56897812"	"56897812"	"560797.5375"	"56897812"	"56897812"	"2056350.898"	"460541.4225"	"619208.4009"	"91009.56578"
"511.8391514/165.8743077"	"1158474.844"	"56897812"	"56897812"	"1512328.222"	"461220.9269"	"56897812"	"56897812"	"2388809.876"	"1747677.218"	"1743199.465"
"512.0156178/292.2933237"	"56897812"	"56897812"	"56897812"	"621470.4968"	"575260.5411"	"56897812"	"726317.5228"	"683483.4547"	"1700090.974"	"1178382.206"
"512.0666937/60.18937285"	"455207.8386"	"1076152.373"	"1655239.729"	"353632.7907"	"335475.4514"	"1166316.963"	"450828.369"	"855321.8568"	"589600.5062"	"1088103.012"
"512.2892867/41.17696701"	"528772.7763"	"56897812"	"56897812"	"1178075.578"	"1156100.612"	"56897812"	"56897812"	"1085381.03"	"762498.6505"	"56897812"
"512.6178532/56.39269181"	"2105721.444"	"3245994.344"	"3862731.139"	"1644947.459"	"1927224.231"	"56897812"	"1434928.734"	"10583358.48"	"1846556.649"	"2640273.543"
"512.6412227/54.5347361"	"4977596.741"	"56897812"	"4021688.612"	"3335428.582"	"1839127.871"	"56897812"	"2864312.491"	"56897812"	"2823144.332"	"2732297.405"
"512.7066837/56.55065564"	"1767874.573"	"2416017.357"	"56897812"	"3030447.608"	"1965979.371"	"56897812"	"2846774.641"	"56897812"	"3427527.355"	"3525627.527"
"512.8388618/65.30858355"	"56897812"	"56897812"	"56897812"	"5761008.267"	"4376033.847"	"56897812"	"56897812"	"2762908.753"	"2907972.244"	"2325988.578"
"512.8622502/142.0710874"	"35369675.36"	"43338605.63"	"22846039.38"	"57649197.79"	"54307484.08"	"38445001.81"	"56625230.35"	"64455573"	"62025220.6"	"55272572.79"
"512.8733673/94.25717818"	"13918500.3"	"12565245.99"	"2437005.865"	"16493019.54"	"18714402.79"	"9951450.107"	"14279849.34"	"15574874.54"	"18689719"	"16599651.48"
"512.8743897/11.84151215"	"41741.15822"	"34893.96313"	"14923.6141"	"24687.41401"	"29592.6896"	"38762.76741"	"143931.2355"	"156572.3756"	"84984.06166"	"18333.68509"
"512.8746671/254.9219738"	"618859.9014"	"1036375.779"	"1148490.79"	"411354.4893"	"613715.3635"	"734848.6759"	"866962.38"	"495535.5553"	"687576.1217"	"757230.3627"
"512.9533443/87.01449028"	"56897812"	"56897812"	"56897812"	"412684.3112"	"3361616.385"	"56897812"	"56897812"	"1654112.156"	"1558685.22"	"1839678.44"
"512.9692943/72.12537018"	"56897812"	"56897812"	"56897812"	"1440929.159"	"56897812"	"56897812"	"830779.3923"	"1817701.099"	"2167391.084"	"347480.3362"
"513.008714/135.6024699"	"1555643.043"	"56897812"	"56897812"	"4867756.125"	"2538669.793"	"56897812"	"2531784.247"	"941614.9475"	"7299321.945"	"3768372.565"
"513.0094957/251.1902132"	"3176577.085"	"56897812"	"56897812"	"4920687.972"	"3796434.479"	"56897812"	"7015780.379"	"6357411.975"	"9363286.073"	"3916513.914"
"513.804977/37.6005934"	"1495520.063"	"56897812"	"56897812"	"1584366.362"	"1869164.827"	"56897812"	"1889193.429"	"1654296.109"	"1951984.282"	"2310780.508"
"513.8276077/162.6912825"	"2315745.364"	"56897812"	"56897812"	"1805014.362"	"1348351.951"	"2010452.317"	"2913513.824"	"3307594.332"	"3139429.049"	"1364485.97"
"513.861469/130.6213924"	"9508717.42"	"9061838.053"	"7083344.215"	"9898440.185"	"12126434.4"	"9960152.278"	"15576144.51"	"16753771.94"	"16036516.96"	"15270228.88"
"514.2240958/47.01267235"	"56897812"	"56897812"	"56897812"	"542787.3022"	"324248.9706"	"56897812"	"250206.4754"	"390958.8952"	"632826.8219"	"424393.4444"
"514.3070047/37.45654244"	"643271.6274"	"56897812"	"56897812"	"386648.5918"	"697019.3495"	"56897812"	"526106.66"	"813888.9298"	"612210.5524"	"654915.2951"
"514.5601202/59.0971614"	"1465776.708"	"6432347.679"	"4397144.691"	"2596306.928"	"1721697.246"	"2748932.963"	"1670575.077"	"1470636.865"	"1302529.901"	"1902977.024"
"514.6076301/60.55098829"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"2749721.987"	"56897812"	"3023321.449"	"2030245.534"	"898559.439"
"514.6389784/54.79798993"	"2786651.105"	"56897812"	"56897812"	"3868813.351"	"1920360.693"	"2261778.45"	"56897812"	"6211996.775"	"8295739.222"	"9166591.615"
"514.8576497/136.2903701"	"8493623.854"	"10462819.12"	"6814875.196"	"9273292.354"	"11020960.76"	"19882625.44"	"14513993.57"	"14355623.31"	"14158138.69"	"14465425.66"
"514.8756675/67.48130389"	"110266317.2"	"174016330.5"	"121005341"	"107271795.4"	"134415860"	"149298171.7"	"235404200.1"	"203557316.2"	"106819723.8"	"105521061.8"
"514.9853091/61.43013559"	"56897812"	"984832.198"	"897118.336"	"56897812"	"56897812"	"467932.4172"	"56897812"	"56897812"	"1188799.82"	"1639225.2"
"515.0666414/60.19750458"	"1577110.269"	"1188579.16"	"1459487.911"	"321829.9673"	"292515.014"	"923893.1421"	"809353.4612"	"841741.4771"	"541271.2898"	"425935.721"
"515.357248/27.29229651"	"572174628.4"	"56897812"	"1169521.868"	"962016677.9"	"1025044186"	"56897812"	"692210995.1"	"1008306744"	"534583237.2"	"814286826.8"
"515.8781971/69.00153103"	"14889719.65"	"22174843.39"	"14164269.87"	"15934511.79"	"15429848.88"	"16580570.54"	"18561144.22"	"19032651.78"	"17856448.36"	"18014721.32"
"516.2689769/43.35151904"	"7714552.31"	"56897812"	"56897812"	"8489055.898"	"11590244.52"	"56897812"	"8393769.158"	"10701971.59"	"11394036.91"	"10744178.12"
"516.3608233/27.59386959"	"323244541.8"	"56897812"	"56897812"	"412558701.7"	"432392308.2"	"56897812"	"358821373.8"	"423762110.1"	"337657388.5"	"408365561.1"
"516.7393068/59.80030186"	"56897812"	"56897812"	"56897812"	"56897812"	"501623.4943"	"56897812"	"567599.7428"	"434758.7646"	"265414.6031"	"2028586.768"
"516.7670711/67.53732649"	"1013989.655"	"3895735.927"	"56897812"	"1291663.771"	"1979523.739"	"3906475.632"	"1523296.478"	"2633220.114"	"685695.0032"	"2024302.449"
"516.7714093/43.83427113"	"1588152.165"	"56897812"	"56897812"	"5448431.783"	"1773914.948"	"56897812"	"1685612.888"	"2051777.254"	"2117979.352"	"2228987.868"
"516.8349997/57.23358768"	"11057465.41"	"19710839.58"	"20036514.7"	"5892261.051"	"14785902.81"	"19892137.06"	"10758371.88"	"12051111.39"	"9270601.251"	"10821832.48"
"517.3489856/28.35582027"	"56897812"	"56897812"	"56897812"	"56897812"	"25494416.18"	"56897812"	"73858836.44"	"42425952.2"	"26214009.35"	"66307218.8"
"517.3630235/27.86885502"	"48038613.24"	"56897812"	"56897812"	"56657719.86"	"36367668.22"	"56897812"	"55330956.89"	"57197901"	"45417103.64"	"55395863.6"
"517.791974/162.6740125"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"218571.3029"	"271828.1976"	"807640.4119"	"56897812"
"517.7967972/156.3342158"	"3848085.803"	"56897812"	"56897812"	"4408559.866"	"9685208.059"	"56897812"	"10711005.47"	"10064426.21"	"8123593.662"	"5950900.013"
"517.8547093/30.85722378"	"41818778.25"	"56897812"	"56897812"	"52170406.61"	"42976855.03"	"56897812"	"43848387.5"	"42919370.97"	"50658728.71"	"35607548.22"
"518.3562799/30.69998732"	"11712967.81"	"56897812"	"56897812"	"12573266.19"	"9551374.324"	"56897812"	"9710359.408"	"9265381.401"	"13404938.69"	"9079362.102"
"518.3689742/25.53224945"	"5440801.393"	"56897812"	"56897812"	"6249260.425"	"5862697.755"	"56897812"	"4153240.461"	"9107976.806"	"3873505.814"	"4907648.18"
"518.6524457/56.96483644"	"4504475.073"	"6168011.489"	"7623138.568"	"3555857.675"	"2580447.991"	"7002769.408"	"3098526.873"	"3429026.578"	"3771139.145"	"3053780.805"
"518.9230041/65.86037415"	"56897812"	"56897812"	"56897812"	"2411599.244"	"1700107.316"	"56897812"	"889258.1236"	"1581965.385"	"2279962.606"	"2077032.274"
"518.9356033/75.81954844"	"56897812"	"56897812"	"56897812"	"56897812"	"1552658.237"	"56897812"	"3609280.907"	"4812940.678"	"3168235.528"	"3344497.511"
"518.9679372/167.0868449"	"2825887.369"	"56897812"	"56897812"	"56897812"	"1454908.614"	"56897812"	"895626.2006"	"1653748.094"	"962402.7191"	"1197214.157"
"518.9781295/69.243735"	"3800261.292"	"56897812"	"2323155.689"	"4200834.865"	"4250773.151"	"56897812"	"3004412.41"	"3759572.39"	"4158845.573"	"3275493.899"
"519.1385172/25.99510821"	"6960158.16"	"1894016.123"	"4409111.55"	"4243949.398"	"4713195.115"	"5234339.595"	"2348570.457"	"4012141.231"	"3064437.825"	"7961715.98"
"519.8320209/49.21043796"	"2798399.483"	"56897812"	"56897812"	"3285679.173"	"2259770.969"	"56897812"	"1867501.091"	"3523406.674"	"5470303.87"	"5253327.835"
"520.1383172/25.48042842"	"1091199.057"	"693704.3016"	"1564313.769"	"832973.7145"	"1129970.147"	"1824921.977"	"344068.1885"	"785042.681"	"563567.4443"	"1777614.831"
