"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"958.6873088/197.5119295"	"56897812"	"5434884.777"	"4353977.992"	"2550265.831"	"56897812"	"5484928.322"	"7100025.207"	"7390135.187"	"6514066.663"	"56897812"
"958.6949314/83.54058925"	"2258376.164"	"516559.3736"	"156753.8694"	"2247415.12"	"567677.7755"	"368813.3175"	"93598.91668"	"110594.0603"	"482413.5575"	"239129.1151"
"958.8420939/70.52322907"	"3733464.545"	"56897812"	"56897812"	"2585024.358"	"2781106.914"	"56897812"	"2485325.875"	"3462858.024"	"2543753.805"	"2989169.184"
"960.6737309/90.38796839"	"56897812"	"41878876.42"	"14101421.73"	"3737219.741"	"56897812"	"63552267.33"	"6947240.944"	"14631762.84"	"8740635.492"	"6379140.419"
"961.08509/64.17271966"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1245030.585"	"755150.4152"	"589458.617"
"961.1371134/63.04696001"	"616325.0697"	"56897812"	"56897812"	"460854.1529"	"809633.3159"	"56897812"	"997034.7238"	"1667507.344"	"56897812"	"56897812"
"961.8814814/61.9885529"	"738351.7491"	"4496963.875"	"56897812"	"471718.9843"	"2201387.814"	"56897812"	"790348.8169"	"56897812"	"56897812"	"56897812"
"962.3779038/56.19005235"	"2399058.754"	"56897812"	"56897812"	"817679.1843"	"1173632.013"	"56897812"	"56897812"	"1338498.659"	"910637.7014"	"56897812"
"962.7783553/70.72088262"	"2964580.78"	"56897812"	"56897812"	"5038427.227"	"4036863.538"	"56897812"	"56897812"	"3078074.031"	"1908297.421"	"56897812"
"963.3400827/56.26686111"	"1217769.555"	"56897812"	"56897812"	"1022142.827"	"56897812"	"56897812"	"1091761.128"	"687520.6843"	"1042476.495"	"1517003.889"
"963.5328263/50.66807282"	"56897812"	"56897812"	"56897812"	"578945.7279"	"3179744.898"	"56897812"	"2264588.815"	"1437215.096"	"767381.74"	"809722.511"
"963.729703/70.24543306"	"56897812"	"5461164.471"	"8711328.681"	"2869979.624"	"56897812"	"6259335.532"	"56897812"	"56897812"	"1691223.744"	"56897812"
"964.0186676/61.10353845"	"1226900.383"	"56897812"	"56897812"	"1315015.501"	"888850.8963"	"56897812"	"56897812"	"1955884.942"	"488910.9868"	"56897812"
"964.9666249/25.63782044"	"224766.3303"	"56897812"	"56897812"	"1132519.176"	"615326.4003"	"1410641.514"	"1578313.622"	"56897812"	"5133444.385"	"2090415.063"
"964.9909751/64.09685345"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1111331.335"	"1343359.824"	"1178191.111"
"965.3372412/55.60459166"	"56897812"	"56897812"	"6039571.343"	"1854614.386"	"2209674.038"	"56897812"	"56897812"	"1988677.216"	"2008650.709"	"1783013.929"
"965.8689816/68.63992536"	"56897812"	"56897812"	"56897812"	"56897812"	"3226468.975"	"56897812"	"1749717.527"	"1856296.509"	"1182989.491"	"2037804.424"
"966.2150229/52.66033568"	"5081656.35"	"6836904.789"	"8269336.693"	"2358553.014"	"4271811.639"	"4353046.009"	"3963756.288"	"5593167.798"	"5522168.68"	"5075972.529"
"966.7190042/78.70033959"	"56897812"	"56897812"	"56897812"	"56897812"	"804576.7674"	"56897812"	"841258.8429"	"1862599.742"	"2083142.624"	"1690312.96"
"966.779781/68.61023427"	"4696543.067"	"1806431.304"	"5900090.224"	"56897812"	"3174884.776"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"966.8198637/202.4904388"	"466494.8372"	"56897812"	"56897812"	"56897812"	"56897812"	"2776281.744"	"56897812"	"1783838.768"	"1402573.226"	"900268.0026"
"966.8278011/70.15890488"	"4383942.294"	"56897812"	"56897812"	"56897812"	"3435951.245"	"6217823.81"	"56897812"	"56897812"	"2710237.825"	"1294373.36"
"967.332659/56.1736478"	"56897812"	"1675932.435"	"56897812"	"2473117.058"	"2325577.093"	"1853086.051"	"2473374.662"	"2596322.96"	"2530843.856"	"2816059.173"
"967.5344395/51.53130936"	"56897812"	"56897812"	"915574.0534"	"561603.0937"	"763468.4024"	"56897812"	"56897812"	"1830419.259"	"858323.4886"	"450928.3411"
"967.6309704/24.76773319"	"56897812"	"116818.4259"	"145635.3042"	"56897812"	"153880.0348"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"967.748618/69.90730983"	"1456280.302"	"4012307.739"	"2139326.009"	"2303597.012"	"2228603.776"	"3845716.971"	"2656255.045"	"2538100.194"	"1865367.517"	"2220957.763"
"968.5286404/49.75435987"	"478808.9366"	"56897812"	"56897812"	"650264.9716"	"541955.8919"	"56897812"	"644530.503"	"589884.0844"	"501451.8494"	"942222.0787"
"968.6256402/70.92552888"	"1105992.911"	"6189603.188"	"8683089.47"	"510214.9453"	"1675757.547"	"3517205.147"	"56897812"	"4957601.672"	"56897812"	"56897812"
"968.7186399/72.03730974"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"3287155.472"	"2015409.557"	"5033504.585"
"968.8690088/65.19345704"	"562360.8069"	"56897812"	"56897812"	"56897812"	"465941.7225"	"56897812"	"1545321.438"	"56897812"	"1134516.771"	"1085369.706"
"969.123429/63.27750161"	"679051.4914"	"56897812"	"56897812"	"422038.1334"	"670916.0969"	"56897812"	"557534.5319"	"56897812"	"56897812"	"56897812"
"970.2093427/52.7844142"	"2065349.334"	"2992847.938"	"56897812"	"1229428.011"	"1344246.5"	"4554416.563"	"2096809.227"	"1814049.7"	"2508524.727"	"993454.3995"
"970.6716308/139.6644859"	"56897812"	"56897812"	"3197394.347"	"56897812"	"1560329.235"	"3852927.53"	"2610599.272"	"3003220.196"	"2150151.068"	"2610499.612"
"970.7204795/83.87127689"	"6152817.425"	"14159972.26"	"5659398.656"	"9732377.093"	"10013955.41"	"4453510.453"	"12377017.01"	"12569725.51"	"12743548.89"	"13215991.21"
"970.7649152/73.59489313"	"56897812"	"56897812"	"56897812"	"56897812"	"4430063.927"	"56897812"	"3058787.504"	"3738679.923"	"56897812"	"3147734.608"
"970.8667759/63.38860558"	"1322963.95"	"56897812"	"56897812"	"1664469.873"	"1248132.025"	"56897812"	"1057953.095"	"56897812"	"56897812"	"754996.8164"
"971.5079044/45.38561328"	"56897812"	"2265531.801"	"3760943.758"	"1386380.526"	"56897812"	"2145529.614"	"2811382.571"	"56897812"	"56897812"	"56897812"
"971.6219169/28.00485095"	"8983640.333"	"56897812"	"56897812"	"9982960.379"	"6745766.552"	"56897812"	"5066484.043"	"6701264.083"	"5804745.004"	"6699634.233"
"971.6664658/94.63646129"	"56897812"	"3734197.178"	"3158221.12"	"56897812"	"5891202.398"	"56897812"	"3814103.75"	"56897812"	"56897812"	"56897812"
"972.0285545/48.11246583"	"56897812"	"56897812"	"56897812"	"56897812"	"4563115.205"	"3060925.785"	"1524341.444"	"56897812"	"182343.4551"	"56897812"
"972.2891538/56.51307673"	"2369399.938"	"9810667.627"	"6789274.151"	"5544496.556"	"1883626.933"	"10147406.17"	"4621348.191"	"5772387.222"	"7156364.759"	"4474441.715"
"972.476183/24.43036098"	"1827704.721"	"4575000.958"	"1660221.056"	"2315704.85"	"1827707.369"	"6996957.683"	"4143248.819"	"686861.2001"	"2576418.21"	"2951306.939"
"972.6368703/46.77235818"	"14198613.42"	"56897812"	"56897812"	"9685274.324"	"8688359.137"	"56897812"	"15251780.79"	"9724671.114"	"7701207.61"	"944815.8983"
"972.7283584/84.98975642"	"689177.2713"	"56897812"	"56897812"	"3199137.079"	"2290800.314"	"56897812"	"56897812"	"6820975.406"	"2486626.827"	"3757400.691"
"972.764922/68.63885553"	"2726123.077"	"7811234.747"	"56897812"	"4494513.149"	"2657890.738"	"17280141.94"	"9514262.006"	"6926799.927"	"12775983.35"	"5177145.126"
"972.8667897/63.62391106"	"1692993.47"	"56897812"	"56897812"	"889462.5768"	"936308.5137"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"972.9765818/25.29927474"	"2017436.899"	"3946409.992"	"2140648.841"	"3331858.564"	"1322129.202"	"7521657.243"	"4089712.39"	"56897812"	"2595269.862"	"1883946.742"
"973.0053692/62.2253622"	"751829.5569"	"56897812"	"56897812"	"1306873.071"	"430832.1921"	"56897812"	"516103.2012"	"56897812"	"56897812"	"56897812"
"973.457423/42.38948207"	"423184.6608"	"56897812"	"245988.5753"	"56897812"	"182083.5127"	"56897812"	"375995.2319"	"756843.1846"	"332621.8326"	"649655.1084"
"973.477975/24.47223469"	"852090.9248"	"2269590.782"	"1006801.509"	"973885.3786"	"605139.5556"	"4061850.031"	"2218189.593"	"427877.4167"	"1282202.761"	"863500.6937"
"973.648713/28.04842482"	"9012579.372"	"56897812"	"56897812"	"9452492.732"	"8264530.174"	"56897812"	"7651947.718"	"56897812"	"56897812"	"56897812"
"973.8570252/68.92298824"	"3467158.006"	"56897812"	"56897812"	"3474637.224"	"3561152.835"	"56897812"	"2295547.584"	"2944820.958"	"3015239.105"	"2724352.279"
"973.9792396/25.03212828"	"527604.4875"	"896679.7376"	"436821.0634"	"56897812"	"56897812"	"1693101.589"	"1229633.005"	"197043.9254"	"490220.6458"	"349750.8673"
"974.1264714/61.63357813"	"580854.6901"	"56897812"	"56897812"	"369174.1838"	"56897812"	"56897812"	"764858.8357"	"2075044.921"	"2464642.956"	"56897812"
"974.4848856/25.500531"	"1002836.383"	"915687.387"	"56897812"	"290836.4022"	"302078.3203"	"2012749.012"	"1271263.043"	"120294.3428"	"530581.1664"	"271224.9138"
"974.9506263/24.99718981"	"138353.2708"	"322700.1496"	"56897812"	"56897812"	"96956.03641"	"56897812"	"310065.3714"	"56897812"	"56897812"	"93170.32324"
"975.8580952/130.7659012"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"369908.4474"	"753371.7052"	"751260.0127"	"56897812"	"56897812"
"975.9565019/24.96646982"	"195903.6144"	"261238.3864"	"224362.6529"	"56897812"	"56897812"	"56897812"	"188608.5617"	"56897812"	"56897812"	"56897812"
"976.6481273/91.00526362"	"56897812"	"19325551.96"	"26295225.34"	"3413031.669"	"56897812"	"4689697.719"	"56897812"	"56897812"	"56897812"	"56897812"
"976.6481564/89.88336582"	"56897812"	"14175286.25"	"27274723.99"	"3413031.669"	"56897812"	"4723721.076"	"56897812"	"1952659.818"	"56897812"	"56897812"
"977.5950462/26.36369881"	"3541069.719"	"323921.8971"	"56897812"	"1644191.94"	"56897812"	"56897812"	"5009262.542"	"913219.8154"	"1159689.775"	"56897812"
"978.3705657/56.23451979"	"1390417.262"	"56897812"	"56897812"	"1384904.854"	"1527219.85"	"56897812"	"545983.6456"	"959298.9977"	"1926107.627"	"1449435.714"
"978.6045979/26.33418934"	"832337.2667"	"1264614.13"	"56897812"	"3839693.521"	"3287332.677"	"589592.8164"	"3978470.082"	"1078332.005"	"4337100.006"	"2592585.372"
"978.7524636/71.31848043"	"56897812"	"56897812"	"56897812"	"56897812"	"2495044.905"	"56897812"	"2858119.284"	"3551126.012"	"4107781.023"	"3895859.368"
"978.7816227/68.08215351"	"1816567.523"	"5671631.971"	"56897812"	"2227538.44"	"56897812"	"56897812"	"56897812"	"4120184.185"	"3882925.594"	"56897812"
"979.9907481/58.83631072"	"56897812"	"56897812"	"1659113.535"	"56897812"	"777556.4725"	"1554483.901"	"705854.5212"	"56897812"	"1184312.527"	"706050.9005"
"980.8513838/86.41279534"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"613052.1391"	"644850.4634"	"638670.4926"
"980.962839/62.87964215"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"593315.2144"	"777892.0645"	"388821.4385"
"981.0456961/104.9621586"	"2389425.901"	"9535004.768"	"5803813.139"	"1453228.898"	"2738209.863"	"9066676.947"	"3845246.506"	"13021062.65"	"6111708.399"	"3203167.59"
"981.309293/55.99260537"	"2522856.938"	"56897812"	"56897812"	"683396.721"	"894856.2922"	"56897812"	"1118616.707"	"998339.5321"	"1195263.097"	"1112062.656"
"981.5238186/47.08637503"	"56897812"	"56897812"	"56897812"	"503764.1127"	"56897812"	"56897812"	"809128.2806"	"710107.2149"	"524720.9408"	"949467.8649"
"981.7505839/70.10291985"	"2441584.959"	"9903309.955"	"9501231.977"	"1381894.65"	"56897812"	"10841189.28"	"2132333.481"	"2395075.379"	"2005329.081"	"2833998.106"
"981.8454809/69.66106242"	"2997628.021"	"56897812"	"56897812"	"2311695.708"	"2645546.177"	"56897812"	"2498388.132"	"3157719.22"	"2235588.265"	"1562260.012"
"982.2875828/55.04878973"	"56897812"	"12903708.4"	"5973963.6"	"56897812"	"265818.628"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"982.6924087/77.48814319"	"56897812"	"56897812"	"56897812"	"14284656.34"	"56897812"	"56897812"	"56897812"	"1019637.304"	"933055.5321"	"847268.7834"
"982.9612081/65.08510583"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"647914.8535"	"638964.4269"	"656078.558"
"983.79748/68.63512048"	"56897812"	"5909826.31"	"56897812"	"4262831.865"	"5322355.794"	"5403151.468"	"5037795.774"	"5103902.705"	"4682371.835"	"5396480.881"
"984.149521/52.89691836"	"56897812"	"2144218.025"	"2426873.066"	"2175883.021"	"56897812"	"2288284.762"	"56897812"	"56897812"	"1200331.497"	"56897812"
"984.4059499/56.53982936"	"56897812"	"56897812"	"56897812"	"734459.645"	"691313.5863"	"56897812"	"475577.6796"	"56897812"	"1044555.909"	"924108.8695"
"984.8496978/68.91240344"	"3232415.15"	"56897812"	"56897812"	"3117073.037"	"3803170.658"	"56897812"	"2822488.167"	"2999251.899"	"3045110.348"	"3515161.419"
"986.14526/52.7703299"	"56897812"	"3177596.641"	"3863104.735"	"56897812"	"2237442.476"	"3187407.264"	"56897812"	"56897812"	"56897812"	"56897812"
"986.6937567/82.67272904"	"409520.6953"	"5608791.622"	"5221489.558"	"56897812"	"56897812"	"4930647.478"	"56897812"	"2180917.853"	"5882506.392"	"1466261.426"
"987.3011467/56.15785712"	"1226366.452"	"6880057.602"	"550915.8977"	"1227008.343"	"719583.6839"	"1019755.601"	"1616086.088"	"855221.588"	"1554003.14"	"1129150.018"
"987.9801378/63.47529578"	"927110.8948"	"56897812"	"56897812"	"678367.8221"	"651548.6008"	"56897812"	"1365286.621"	"56897812"	"56897812"	"56897812"
"988.1425677/52.87496524"	"56897812"	"3502476.38"	"4765677"	"1210296.173"	"56897812"	"3827238.452"	"2574364.754"	"56897812"	"1799118.222"	"56897812"
"988.7386004/69.34504334"	"56897812"	"56897812"	"13708592.52"	"56897812"	"56897812"	"15675801.72"	"6295231.491"	"56897812"	"4484512.051"	"3264263.019"
"989.7364999/70.10575954"	"4029491.128"	"8688640.496"	"6375205.187"	"1692762.273"	"56897812"	"7070472.591"	"1652360.848"	"56897812"	"1860841.717"	"56897812"
"989.8325377/69.23109712"	"2292489.337"	"56897812"	"56897812"	"2159806.581"	"2441597.251"	"4486925.227"	"56897812"	"1565837.527"	"2563811.226"	"2012777.122"
"989.9830635/45.41061402"	"56897812"	"3281030.509"	"2867875.622"	"771241.5844"	"56897812"	"2891329.579"	"56897812"	"56897812"	"56897812"	"56897812"
"990.782392/70.82883086"	"12577658.74"	"20022232.1"	"4597845.008"	"20230087.87"	"31631774.12"	"56897812"	"34477800.72"	"35721139.71"	"52008277.67"	"53147496.62"
"991.2847063/68.61860256"	"56897812"	"2293912.248"	"56897812"	"6624816.492"	"6289689.254"	"2021491.588"	"1808479.55"	"5457505.165"	"5342480.074"	"7760095.127"
"991.7873375/68.28461075"	"8628477.477"	"16576023.84"	"7732789.991"	"7391496.178"	"7557489.79"	"15609541.59"	"10588398.58"	"10865705.49"	"7251229.911"	"7290803.829"
"992.1475586/110.0652308"	"1918661.713"	"56897812"	"56897812"	"987750.0328"	"1766209.984"	"2051582.881"	"2459613.8"	"2399879.837"	"2033368.139"	"2229645.952"
"992.3449326/56.20731517"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1067351.679"	"5234761.531"	"2300610.852"	"56897812"
"992.7015886/92.97474257"	"4632305.444"	"7709758.293"	"4735205.875"	"6222792.399"	"6666002.791"	"14329884.79"	"9895352.96"	"11460296.08"	"11093348.8"	"10659362.28"
"992.7855032/68.26434184"	"5383854.432"	"7166854.743"	"56897812"	"5552241.281"	"56897812"	"13594457.34"	"20004570.28"	"8296077.709"	"5387000.417"	"56897812"
"993.5709208/37.82918994"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"714557.3644"	"584087.9407"	"652069.2376"	"866459.3081"
"993.7557829/69.6618473"	"56897812"	"56897812"	"56897812"	"2503362.768"	"56897812"	"2978054.477"	"56897812"	"2380076.801"	"3731635.858"	"2305269.331"
"993.9824624/25.62785853"	"709631.0769"	"542582.2691"	"347771.0439"	"3816051.873"	"1716123.194"	"1140050.612"	"2215174.174"	"56897812"	"851001.9577"	"584933.2255"
"994.2557549/56.34168567"	"1271813.619"	"4072288.893"	"3441819.124"	"1198662.941"	"877059.972"	"2278699.663"	"56897812"	"56897812"	"56897812"	"1476372.204"
"994.3444517/56.82353679"	"1587267.703"	"56897812"	"1359328.996"	"1494665.305"	"1175411.649"	"56897812"	"1282425.128"	"2037690.674"	"1602658.968"	"1586073.48"
"994.483081/25.62842944"	"745985.6895"	"736269.5615"	"56897812"	"1890556.481"	"538003.3274"	"2429057.166"	"1954577.03"	"56897812"	"726759.2077"	"468116.7243"
"994.7104848/89.51523767"	"1184408.497"	"4115314.308"	"2066139.947"	"4590912.036"	"1605526.333"	"2242155.088"	"1883585.713"	"2435398.008"	"2598358.599"	"1808185.306"
"994.8833941/61.32780687"	"56897812"	"56897812"	"56897812"	"56897812"	"819940.5789"	"56897812"	"1253947.823"	"1344958.993"	"709438.7722"	"56897812"
"995.6121449/32.95614732"	"3032723.366"	"5185750.564"	"3653531.95"	"9626704.928"	"12299828.13"	"9579316.504"	"11038966.29"	"4826727.17"	"9369391.778"	"7474353.62"
"996.6077808/36.53899711"	"843088.5345"	"56897812"	"1670651.417"	"1192770.887"	"1045091.337"	"3031555.733"	"2292035.241"	"9178419.419"	"56897812"	"1554201.647"
"997.6173266/27.0779775"	"2829575.922"	"807446.9056"	"634576.7352"	"969280.5213"	"1883622.244"	"1918896.716"	"1777734.924"	"56897812"	"1583325.39"	"1431409.348"
"997.7994403/99.69800067"	"3341231.965"	"4314301.051"	"2152056.876"	"619969.1419"	"1346937.996"	"5145659.904"	"2084393.3"	"1026505.411"	"1202285.026"	"1133841.769"
"998.7727582/68.22097851"	"9811234.154"	"8629724.455"	"11135971.87"	"9174160.418"	"8886152.426"	"14234150.85"	"7724132.632"	"12242660.09"	"56897812"	"13134390.16"
"999.6458468/39.09639782"	"2715761.638"	"56897812"	"56897812"	"4029529.462"	"2822866.161"	"56897812"	"56897812"	"56897812"	"9222292.075"	"56897812"
"999.7730891/68.77983229"	"3216975.004"	"10970348.22"	"6121547.63"	"3961431.584"	"3264387.278"	"12211438.5"	"6148678.819"	"7036080.623"	"5670780.529"	"56897812"
"1000.473267/48.01757577"	"56897812"	"1277954.929"	"1273619.273"	"2648698.833"	"56897812"	"1118305.735"	"2881506.151"	"56897812"	"56897812"	"56897812"
"1000.821502/69.78881554"	"2131384.205"	"56897812"	"56897812"	"1897406.544"	"2141126.697"	"56897812"	"2239643.193"	"56897812"	"2118987.259"	"2118951.009"
"1000.91504/96.0169087"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"843136.9236"	"1096787.858"	"897486.4345"	"891772.8495"
"1001.599388/26.09018219"	"141218.2294"	"540620.6095"	"517064.7177"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"267054.9348"
"1001.744179/69.99370853"	"654571.964"	"2018932.076"	"1585059.002"	"2068334.161"	"56897812"	"2158124.95"	"2059419.9"	"56897812"	"1263496.287"	"1797533.958"
"1002.242072/56.67448316"	"674189.6257"	"3525499.591"	"7460072.921"	"1131730.355"	"1597840.822"	"3964830.648"	"857334.479"	"1206572.388"	"1421406.436"	"56897812"
"1002.374136/55.88193883"	"56897812"	"56897812"	"56897812"	"1743126.613"	"1689433.765"	"56897812"	"1835659.979"	"2775635.355"	"2478276.483"	"2272498.287"
"1002.749236/93.04905053"	"869343.8117"	"551013.086"	"56897812"	"1418327.435"	"1483108.469"	"1318102.249"	"56897812"	"2185248.639"	"876998.2093"	"1450002.332"
"1004.23785/56.8451419"	"1698760.266"	"2578850.03"	"5550589.025"	"1592630.896"	"953429.028"	"4137218.481"	"860916.5508"	"1735762.143"	"1763728.391"	"856732.4047"
"1004.374077/57.38355072"	"1303298.64"	"56897812"	"56897812"	"1208041.268"	"825608.0328"	"56897812"	"2116453.957"	"909471.296"	"56897812"	"1108805.948"
"1004.515484/50.0659995"	"56897812"	"2688672.196"	"56897812"	"936357.5163"	"1874878.974"	"56897812"	"621124.3952"	"801480.2648"	"983361.3645"	"937239.2792"
"1004.758789/70.88137044"	"56897812"	"56897812"	"56897812"	"2283215.223"	"2928530.483"	"56897812"	"3100561.25"	"2622988.076"	"4040424.321"	"3421318.834"
"1005.092372/63.30840297"	"1209716.475"	"56897812"	"56897812"	"869594.3294"	"841531.9126"	"56897812"	"1092115.778"	"56897812"	"56897812"	"580511.0561"
"1005.511683/50.36590739"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1041337.304"	"56897812"	"885377.2203"	"438909.7357"
"1006.509264/50.06452052"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"3251739.272"	"56897812"	"339521.7442"	"310845.0685"
"1007.074931/52.97861108"	"3245670.861"	"1660036.571"	"1577541.856"	"2380200.158"	"56897812"	"1642313.189"	"56897812"	"56897812"	"56897812"	"3263172.035"
"1007.259298/69.7018574"	"4413601.485"	"4160230.062"	"2128348.174"	"1368489.136"	"1510638.683"	"3907318.892"	"1527740.23"	"2236736.676"	"2550785.474"	"1687858.207"
"1007.512677/50.10119697"	"56897812"	"56897812"	"56897812"	"1243310.936"	"843606.9217"	"56897812"	"916658.4516"	"930215.038"	"1630645.958"	"1417383.114"
"1007.761528/69.049671"	"3549985.236"	"7472009.872"	"11236250.89"	"4429811.026"	"3657427.042"	"5794313.42"	"4393673.409"	"4025083.393"	"7149676.612"	"4542481.462"
