"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"129.054483","C00493","M-HCOOH+H[1+]","0.000193466769985662"
"129.054483","C00507","M-H4O2+H[1+]","9.34667700107639e-05"
"129.054483","C00530","M+H2O+H[1+]","0.000193466770014084"
"129.054483","C00586","M-H4O2+H[1+]","9.34667700107639e-05"
"129.054483","C00659","M-H2O+H[1+]","9.34667699823422e-05"
"129.054483","C00772","M-H2O+H[1+]","9.34667699823422e-05"
"129.054483","C00861","M-H4O2+H[1+]","9.34667700107639e-05"
"129.054483","C00966","M-H2O+H[1+]","9.34667699823422e-05"
"129.054483","C01018","M-H4O2+H[1+]","9.34667700107639e-05"
"129.054483","C01019","M-H4O2+H[1+]","9.34667700107639e-05"
"129.054483","C01053","M-H2O+H[1+]","9.34667699823422e-05"
"333.0510908","C00774","M+NaCl[1+]","0.00111433323002075"
"150.0492677","C00652","M(C13)+H[1+]","0.00139123322998103"
"150.0492677","C00684","M(C13)+H[1+]","0.00139123322998103"
"150.0492677","C00815","M(C13)+H[1+]","0.00139123322998103"
"150.0492677","C01087","M(C13)+H[1+]","0.00139123322998103"
"150.0492677","C01114","M(C13)+H[1+]","0.00139123322998103"
"249.2572447","C01090","M-CO2+H[1+]","0.000431766770020658"
"411.1294329","C00761","M+HCOONa[1+]","0.00325643322997848"
"497.2907383","C01079","M-C3H4O2+H[1+]","0.000438166769981763"
"123.0439197","C00180","M+H[1+]","0.000156766769990213"
"123.0439197","C00539","M+H[1+]","0.000156766769990213"
"123.0439197","C00633","M+H[1+]","0.000156766769990213"
"123.0439197","C00544","M-HCOOH+H[1+]","0.000256766769993533"
"123.0439197","C00779","M-C3H4O2+H[1+]","0.000156766769976002"
"123.0439197","C01161","M-HCOOH+H[1+]","0.000256766769993533"
"450.2877837","C00908","M+H[1+]","0.00439276677002454"
"160.0755528","C00637","M+H[1+]","0.000123666770008413"
"160.0755528","C00780","M-NH3+H[1+]","0.000223666770011732"
"160.0755528","C00331","M-CO2+H[1+]","0.000123666770008413"
"248.0898056","C00664","M+H+Na[2+]","0.000579133229990703"
"171.0649914","C00642","M+H2O+H[1+]","0.000185066770029607"
"171.0649914","C00755","M+H2O+H[1+]","0.000185066770029607"
"171.0649914","C01207","M-CO+H[1+]","8.50667699978658e-05"
"284.2940556","C00836","M-H2O+H[1+]","0.00072086676999561"
"153.0186244","C00552","M(S34)+H[1+]","0.000852066770022475"
"153.0186244","C00898","M(S34)+H[1+]","0.000852066770022475"
"153.0186244","C01424","M-H2O+H[1+]","0.000447933229992259"
"158.0678173","C01109","M[1+]","0.0012826999999902"
"455.9863792","C00131","M-H4O2+H[1+]","0.000497266770025817"
"177.1020634","C00437","M(S34)+H[1+]","0.00141306677002717"
"177.1020634","C00780","M+H[1+]","0.000213066770015757"
"177.1020634","C01047","M(S34)+H[1+]","0.00141306677002717"
"177.1020634","C00078","M-CO+H[1+]","0.000113066770012438"
"177.1020634","C00525","M-CO+H[1+]","0.000113066770012438"
"177.1020634","C00643","M-CO2+H[1+]","0.000213066770015757"
"177.1020634","C00806","M-CO+H[1+]","0.000113066770012438"
"177.1020634","C01017","M-CO2+H[1+]","0.000213066770015757"
"177.1020634","C01297","M-H2O+H[1+]","0.000113066770012438"
"344.0533294","C00003","M+H+Na[2+]","0.00339706676999185"
"344.0533294","C00206","M-HCOONa+H[1+]","0.00104706677001332"
"246.0766342","C00968","M-HCOONa+H[1+]","0.000842266770007427"
"211.0673853","C00019","M+H+Na[2+]","0.000508833230014716"
"661.9192418","C01228","M+NaCl[1+]","0.00363466677003998"
"132.0740996","C00233","M(C13)+H[1+]","0.000423133230015083"
"132.0740996","C00671","M(C13)+H[1+]","0.000423133230015083"
"132.0740996","C00902","M(C13)+H[1+]","0.000423133230015083"
"132.0740996","C01012","M(C13)+H[1+]","0.000423133230015083"
"141.0470537","C00785","M(S34)+H[1+]","0.00107723322997799"
"141.0470537","C00785","M(Cl37)+H[1+]","0.00032276677001164"
"387.3458471","C00599","M(S34)+H[1+]","0.00357063323002649"
"387.3458471","C00599","M(Cl37)+H[1+]","0.00217063322998001"
"387.3458471","C01164","M(S34)+H[1+]","0.00357063323002649"
"387.3458471","C01164","M(Cl37)+H[1+]","0.00217063322998001"
"356.0139203","C00008","M-C3H4O2+H[1+]","0.001656166770033"
"356.0139203","C00054","M-C3H4O2+H[1+]","0.001656166770033"
"356.0139203","C00361","M-C3H4O2+H[1+]","0.001656166770033"
"162.0549788","C00651","M(S34)+H[1+]","0.00129766677002863"
"162.0549788","C00355","M-H4O2+H[1+]","0.000102333229961005"
"162.0549788","C01252","M-HCOOH+H[1+]","9.76667700172129e-05"
"650.4430329","C00773","M-H4O2+H[1+]","0.00564356676989064"
"215.023208","C00008","M(C13)+2H[2+]","0.000468466770001896"
"215.023208","C00054","M(C13)+2H[2+]","0.000468466770001896"
"215.023208","C00361","M(C13)+2H[2+]","0.000468466770001896"
"215.023208","C01067","M-HCOOH+H[1+]","0.0011315332300228"
"193.118875","C00437","M+H2O+H[1+]","0.000598533229975828"
"193.118875","C01047","M+H2O+H[1+]","0.000598533229975828"
"193.118875","C01239","M-CO+H[1+]","0.00069853323000757"
"187.0155469","C00423","M+K[1+]","0.000370433229988976"
"111.0308097","C00519","M(C13)+H[1+]","0.00043323323001232"
"188.977988","C00168","M+HCOOK[1+]","0.00158846676998792"
"188.977988","C00383","M+HCOOK[1+]","0.00158846676998792"
"188.977988","C00552","M+K[1+]","0.00118846677000306"
"188.977988","C00898","M+K[1+]","0.00118846677000306"
"188.977988","C01146","M+HCOOK[1+]","0.00158846676998792"
"123.0245219","C01099","M+2H[2+]","0.000154566769992925"
"123.0245219","C01131","M+2H[2+]","0.000154566769992925"
"112.0178206","C01359","M(C13)+3H[3+]","0.000110799896660296"
"377.2080732","C01090","M+HCOOK[1+]","0.000703266770017308"
"588.8492371","C01204","M-C3H4O2+H[1+]","0.00166063323001708"
"131.027732","C00813","M(Cl37)+H[1+]","0.0010555332299873"
"131.027732","C01075","M(C13)+2H[2+]","0.000655533229974026"
"169.0857652","C00179","M+K[1+]","0.0011887332299807"
"169.0857652","C01149","M+K[1+]","0.000211266770008933"
"169.0857652","C01152","M[1+]","0.000665199999986044"
"162.0895345","C00783","M+Na[1+]","0.000558033229992816"
"924.119175","C00566","M-H2O+H[1+]","0.00910146677006196"
"924.119175","C00582","M+K[1+]","0.000701466770010484"
"197.094282","C00766","M-CO+H[1+]","0.00169446677000451"
"332.9731249","C01095","M+Na[1+]","0.00165156676996503"
"332.9731249","C01151","M+Na[1+]","0.00165156676996503"
"332.9731249","C01182","M+Na[1+]","0.00165156676996503"
"332.9731249","C01218","M+NaCl[1+]","0.00175156676999677"
"179.1065251","C01223","M-H4O2+H[1+]","0.00124863322997726"
"146.165065","C00315","M+H[1+]","0.000111466770022162"
"224.0430668","C00079","M+NaCl[1+]","0.00180966677001493"
"224.0430668","C01279","M+HCOOK[1+]","0.000109666770015338"
"90.06302036","C00246","M(C13)+H[1+]","5.61067700033391e-05"
"90.06302036","C00466","M(C13)+H[1+]","5.61067700033391e-05"
"90.06302036","C00810","M(C13)+H[1+]","5.61067700033391e-05"
"90.06302036","C00849","M(C13)+H[1+]","5.61067700033391e-05"
"90.06302036","C01056","M+2H[2+]","0.000443893229999048"
"589.1420628","C00492","M+HCOOK[1+]","0.00448633322992009"
"589.1420628","C00713","M+HCOOK[1+]","0.00448633322992009"
"589.1420628","C00883","M+HCOOK[1+]","0.00448633322992009"
"192.0960549","C00762","M+H+Na[2+]","0.000928433230001247"
"621.2104017","C00500","M+K[1+]","0.0001747667699874"
"141.0657295","C00153","M+H2O+H[1+]","0.000146966770017798"
"141.0657295","C01109","M-H2O+H[1+]","4.69667699860565e-05"
"795.114008","C00798","M[1+]","0.003908000000024"
"304.9688519","C00129","M+NaCl[1+]","0.00282456677001619"
"304.9688519","C00235","M+NaCl[1+]","0.00282456677001619"
"237.9896019","C01102","M+K[1+]","0.00222543322999513"
"142.0148629","C00337","M-NH3+H[1+]","0.00128643322997846"
"913.1283301","C00323","M-NH3+H[1+]","0.000653633229944717"
"196.962951","C00013","M+H2O+H[1+]","0.00187453322999431"
"423.2323939","C00639","M+HCOONa[1+]","0.00288256676998344"
"285.0014937","C01036","M+HCOOK[1+]","0.000817233230009151"
"285.0014937","C01061","M+HCOOK[1+]","0.000817233230009151"
"751.099232","C00010","M-NH3+H[1+]","0.00325553323000349"
"188.0439775","C00408","M+NaCl[1+]","0.000898966769995013"
"520.9200807","C01155","M+NaCl[1+]","0.00209576677002588"
"520.9200807","C01156","M+NaCl[1+]","0.00209576677002588"
"451.1333011","C01315","M-H4O2+H[1+]","0.00112463323000611"
"392.9938508","C00447","M+Na[1+]","0.00202566677000959"
"237.9895634","C01102","M+K[1+]","0.00218693323000707"
"155.0691321","C00135","M[1+]","0.000367900000014743"
"155.0691321","C00548","M+H2O+H[1+]","0.00114436677003482"
"155.0691321","C00768","M[1+]","0.000367900000014743"
"155.0691321","C01162","M[1+]","0.000367900000014743"
"155.0691321","C01207","M-CO2+H[1+]","0.0011443667700064"
"155.0691321","C01390","M+HCOONa[1+]","0.00125563322998801"
"185.1171102","C01418","M-HCOONa+H[1+]","0.00143373322998741"
"131.129043","C00179","M+H[1+]","3.34667700201408e-05"
"131.129043","C00062","M-CO2+H[1+]","0.00013346677002346"
"131.129043","C00792","M-CO2+H[1+]","0.00013346677002346"
"131.129043","C01404","M-C3H4O2+H[1+]","0.000133466769995039"
"295.1009439","C00386","M+HCOONa[1+]","0.000332566769998266"
"295.1009439","C01093","M-HCOOH+H[1+]","0.00153256676998126"
"112.0504618","C00380","M+H[1+]","0.000114666770002714"
"249.2209038","C00370","M+H[1+]","0.000372666770005026"
"249.2209038","C01226","M-CO2+H[1+]","0.000372666770005026"
"285.0671729","C00888","M(C13)+3H[3+]","0.00126309989667561"
"285.0671729","C01033","M(C13)+3H[3+]","0.00126309989667561"
"416.035526","C00035","M-CO+H[1+]","0.00105046676998199"
"416.035526","C00360","M+HCOOK[1+]","0.00125046676998863"
"215.0230499","C00008","M(C13)+2H[2+]","0.000626566770023373"
"215.0230499","C00054","M(C13)+2H[2+]","0.000626566770023373"
"215.0230499","C00361","M(C13)+2H[2+]","0.000626566770023373"
"215.0230499","C01067","M-HCOOH+H[1+]","0.000973433230001319"
"155.0023126","C01119","M(Cl37)+H[1+]","0.00123613323000882"
"224.0290909","C01210","M+HCOONa[1+]","0.000285566769974821"
"194.1035732","C00140","M-CO+H[1+]","0.00139673322999556"
"194.1035732","C00268","M-HCOOH+H[1+]","0.00010326676999739"
"194.1035732","C00645","M-CO+H[1+]","0.00139673322999556"
"194.1035732","C00835","M-CO2+H[1+]","0.00010326676999739"
"194.1035732","C01132","M-CO+H[1+]","0.00139673322999556"
"194.1035732","C01133","M-CO2+H[1+]","0.00119673322998892"
"194.1035732","C01297","M[1+]","0.00192680000000678"
"446.977599","C00459","M-H4O2+H[1+]","0.00222253322999677"
"446.977599","C01346","M+NaCl[1+]","0.00442253323001296"
"175.0589095","C00493","M+H[1+]","0.0011669667700005"
"175.0589095","C00296","M-H2O+H[1+]","0.0011669667700005"
"175.0589095","C00379","M+Na[1+]","0.00113303322999059"
"175.0589095","C00474","M+Na[1+]","0.00113303322999059"
"175.0589095","C00532","M+Na[1+]","0.00113303322999059"
"175.0589095","C01236","M-HCOOK+H[1+]","0.0011669667700005"
"175.0589095","C01286","M-HCOOK+H[1+]","0.0011669667700005"
"175.0589095","C01295","M-H2O+H[1+]","0.0011669667700005"
"170.09629","C00915","M+2H[2+]","0.000136466769987464"
"154.1306356","C00808","M(C13)+H[1+]","0.000140866770010462"
"154.1306356","C00809","M(C13)+H[1+]","0.000140866770010462"
"154.1306356","C00964","M(C13)+H[1+]","0.000140866770010462"
"154.1306356","C01123","M(C13)+H[1+]","0.000140866770010462"
"154.1306356","C00835","M-HCOOK+H[1+]","0.00154086677000009"
"154.1306356","C01133","M-HCOOK+H[1+]","0.000240866770013781"
"193.1433379","C01425","M-HCOOK+H[1+]","0.00156143322999469"
"383.2781772","C01120","M(C13)+H[1+]","0.00310073322998505"
"175.0476066","C01042","M[1+]","0.000493400000010524"
"175.0476066","C01045","M[1+]","0.000493400000010524"
"94.03930953","C00380","M-H2O+H[1+]","0.000666936770002735"
"171.1489794","C00612","M-NH3+H[1+]","0.00029706677000263"
"171.1489794","C01029","M-NH3+H[1+]","0.00029706677000263"
"171.1489794","C01037","M-H2O+H[1+]","0.00019706676999931"
"211.1437846","C01037","M+Na[1+]","0.00200813322999238"
"256.1156779","C01092","M+HCOONa[1+]","0.000201433229960912"
"128.0704974","C00450","M+H[1+]","7.90667700130143e-05"
"128.0704974","C01250","M-HCOOH+H[1+]","0.000179066770016334"
"88.05773345","C00437","M+2H[2+]","0.000256983230002561"
"88.05773345","C00808","M+H+Na[2+]","0.000593016769997234"
"88.05773345","C00809","M+H+Na[2+]","0.000593016769997234"
"88.05773345","C00964","M+H+Na[2+]","0.000593016769997234"
"88.05773345","C01047","M+2H[2+]","0.000256983230002561"
"88.05773345","C01123","M+H+Na[2+]","0.000593016769997234"
"110.0599666","C00082","M-C3H4O2+H[1+]","0.000109866770003464"
"110.0599666","C00108","M-CO+H[1+]","9.86676998593339e-06"
"110.0599666","C00450","M-H2O+H[1+]","9.86677000014424e-06"
"110.0599666","C00568","M-CO+H[1+]","9.86676998593339e-06"
"110.0599666","C00632","M-CO2+H[1+]","0.000109866769989253"
"110.0599666","C00978","M+2H[2+]","5.98667700018041e-05"
"110.0599666","C01004","M-CO+H[1+]","9.86676998593339e-06"
"110.0599666","C01270","M-CO2+H[1+]","0.000109866769989253"
"591.0895134","C00325","M(C13)+H[1+]","0.00336306677002085"
"591.0895134","C00498","M(C13)+H[1+]","0.00336306677002085"
"898.0734969","C00313","M+NaCl[1+]","0.00762043322993122"
"400.1766626","C00101","M-HCOOH+H[1+]","0.00378613322999399"
"400.1766626","C00415","M-CO2+H[1+]","0.00388613322996889"
"166.0722904","C00025","M+H2O+H[1+]","0.00121393322999097"
"166.0722904","C00217","M+H2O+H[1+]","0.00121393322999097"
"166.0722904","C00302","M+H2O+H[1+]","0.00121393322999097"
"166.0722904","C00835","M-C3H4O2+H[1+]","8.60667699669193e-05"
"166.0722904","C00979","M+H2O+H[1+]","0.00121393322999097"
"166.0722904","C01133","M-C3H4O2+H[1+]","0.00121393322999097"
"192.0959957","C00762","M+H+Na[2+]","0.000869233229991551"
"441.2020393","C01397","M+HCOOK[1+]","0.000762833229998705"
"226.0528454","C01249","M(S34)+H[1+]","0.00166893322997907"
"226.0528454","C01249","M(Cl37)+H[1+]","0.000268933229989443"
"228.988567","C01424","M+NaCl[1+]","0.00119053322998752"
"316.8780486","C00536","M+NaCl[1+]","0.0025721332299895"
"425.2256422","C01397","M+HCOONa[1+]","0.00173426677002908"
"516.2689769","C00494","M+HCOONa[1+]","0.00500043322995225"
"172.0063764","C00506","M(S34)+H[1+]","0.00120006677002493"
"226.0701693","C00214","M-NH3+H[1+]","0.000907166770019785"
"226.0701693","C01252","M+H2O+H[1+]","0.000907166770019785"
"226.0701693","C01365","M+Na[1+]","0.00120716677000132"
"267.0564508","C00299","M+Na[1+]","0.00232566677004797"
"244.0326883","C01099","M[1+]","0.00211170000000038"
"244.0326883","C01131","M[1+]","0.00211170000000038"
"247.0919637","C00120","M(S34)+H[1+]","0.000687233229996309"
"247.0919637","C00120","M(Cl37)+H[1+]","0.000712766769993323"
"247.0919637","C00284","M-HCOOH+H[1+]","0.000612766770018425"
"247.0919637","C00526","M+H2O+H[1+]","0.000512766770015105"
"247.0919637","C00939","M-H4O2+H[1+]","0.00181276677002984"
"783.0391503","C00006","M+K[1+]","0.00692616677008573"
"133.1010943","C00848","M-H4O2+H[1+]","1.78332299753947e-05"
"466.9704364","C00616","M+HCOOK[1+]","0.00235993322996819"
"129.138479","C00315","M-NH3+H[1+]","0.000197466770032406"
"177.0407831","C00072","M+H[1+]","0.00140663322997625"
"177.0407831","C00191","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C00333","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C00558","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C00618","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C00647","M-C3H4O2+H[1+]","0.00159336677000965"
"177.0407831","C00905","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C01062","M-H2O+H[1+]","0.00140663323000467"
"177.0407831","C01267","M-CO2+H[1+]","0.00159336677000965"
"712.1520267","C00798","M-HCOOK+H[1+]","0.00404976676998103"
"99.52135632","C01042","M+H+Na[2+]","0.000970146770001179"
"99.52135632","C01045","M+H+Na[2+]","0.000970146770001179"
"415.1005059","C00255","M+K[1+]","0.000570566770022651"
"141.1134124","C00482","M-HCOOK+H[1+]","0.00106406677002724"
"166.049761","C00971","M+H[1+]","0.000115466770012063"
"166.049761","C00847","M-H2O+H[1+]","0.000115466770012063"
"240.9871427","C00295","M+HCOOK[1+]","0.00146623322999062"
"240.9871427","C00758","M+K[1+]","0.00223376677001852"
"240.9871427","C00841","M+K[1+]","0.00223376677001852"
"450.2740571","C00494","M(S34)+H[1+]","0.00168063323002343"
"450.2740571","C00494","M(Cl37)+H[1+]","0.000280633229976956"
"305.0119245","C00918","M-H2O+H[1+]","0.00294803323004089"
"164.0738476","C00956","M(Cl37)+H[1+]","0.000571133229982479"
"164.0738476","C01046","M(Cl37)+H[1+]","0.000571133229982479"
"164.0738476","C01077","M(Cl37)+H[1+]","0.000571133229982479"
"185.0807248","C00392","M(S34)+H[1+]","0.00135166677000598"
"185.0807248","C00588","M+H[1+]","0.000451666770004522"
"185.0807248","C00794","M(S34)+H[1+]","0.00135166677000598"
"185.0807248","C01181","M+K[1+]","0.000151666769994563"
"185.0807248","C01198","M+H2O+H[1+]","0.000151666769994563"
"127.0752436","C00556","M+H2O+H[1+]","0.000132866770002238"
"127.0752436","C01403","M+H2O+H[1+]","0.000132866770002238"
"94.06505239","C00292","M+H[1+]","2.40767699892785e-05"
"94.06505239","C00079","M-C3H4O2+H[1+]","0.000124076769992598"
"94.06505239","C00108","M-CO2+H[1+]","0.000124076769978387"
"94.06505239","C00408","M-H4O2+H[1+]","2.40767700034894e-05"
"94.06505239","C00568","M-CO2+H[1+]","0.000124076769978387"
"94.06505239","C01004","M-CO2+H[1+]","0.000124076769978387"
"116.0106124","C00122","M[1+]","0.000387599999996269"
"116.0106124","C00218","M+HCOOK[1+]","0.000164066769997362"
"116.0106124","C01384","M[1+]","0.000387599999996269"
"95.06029775","C00388","M-NH3+H[1+]","7.87167699911606e-05"
"95.06029775","C00153","M-CO+H[1+]","2.1283230012159e-05"
"95.06029775","C00785","M-CO2+H[1+]","7.87167699911606e-05"
"389.8835279","C01060","M-CO2+H[1+]","0.00114856677004127"
"145.0607073","C00178","M+H2O+H[1+]","6.91667700323251e-05"
"252.996736","C00366","M+HCOOK[1+]","0.000140466770005787"
"96.04429672","C00250","M-C3H4O2+H[1+]","7.97467699840126e-05"
"96.04429672","C00253","M-CO+H[1+]","2.0253230019307e-05"
"96.04429672","C00430","M-H4O2+H[1+]","2.02532300050962e-05"
"96.04429672","C00870","M-CO2+H[1+]","7.97467699982235e-05"
"96.04429672","C01015","M-H4O2+H[1+]","2.02532300050962e-05"
"96.04429672","C01020","M-CO2+H[1+]","7.97467699982235e-05"
"96.04429672","C01073","M-H4O2+H[1+]","2.02532300050962e-05"
"96.04429672","C01110","M-H4O2+H[1+]","2.02532300050962e-05"
"96.04429672","C01157","M-H4O2+H[1+]","2.02532300050962e-05"
"96.04429672","C01165","M-H4O2+H[1+]","2.02532300050962e-05"
"874.1421618","C00512","M(S34)+H[1+]","0.00231466676996206"
"874.1421618","C00512","M(Cl37)+H[1+]","0.00371466676995169"
"673.0702239","C00006","M-C3H4O2+H[1+]","0.00074743323000348"
"198.0975856","C00329","M+H2O+H[1+]","0.000309133229990266"
"198.0975856","C01214","M+H2O+H[1+]","0.000309133229990266"
"120.129261","C01365","M-HCOOK+H[1+]","0.00118453323000267"
"315.3936516","C00406","M+3H[3+]","0.00115820010336165"
"139.0613061","C00502","M-CO+H[1+]","0.00132963323000013"
"139.0613061","C00545","M-CO+H[1+]","0.00132963323000013"
"139.0613061","C00878","M-CO+H[1+]","0.00132963323000013"
"139.0613061","C01251","M-HCOONa+H[1+]","0.00127036677000092"
"161.0635733","C00651","M(C13)+H[1+]","0.000303166770009966"
"149.1067058","C00780","M-CO+H[1+]","0.000570666770016715"
"149.1067058","C01297","M-HCOOH+H[1+]","0.000670666770020034"
"152.0737056","C00913","M(S34)+H[1+]","0.000529133230003254"
"152.0737056","C00913","M(Cl37)+H[1+]","0.000870866769986378"
"127.0582619","C01007","M+3H[3+]","0.000314566770001079"
"434.1255813","C00916","M+H2O+H[1+]","0.0028048332300159"
"121.5207212","C00491","M(C13)+2H[2+]","0.000155266769994"
"121.5207212","C01420","M(C13)+2H[2+]","0.000155266769994"
"100.0138051","C00072","M+H+Na[2+]","0.000521366770001919"
"156.0358537","C00196","M(C13)+H[1+]","0.00142276677001973"
"156.0358537","C00230","M(C13)+H[1+]","0.00142276677001973"
"156.0358537","C00628","M(C13)+H[1+]","0.00142276677001973"
"213.0438879","C00818","M(Cl37)+H[1+]","0.00181143322998878"
"213.0438879","C00879","M(Cl37)+H[1+]","0.00181143322998878"
"213.0438879","C00647","M-H4O2+H[1+]","0.00161143322998214"
"139.0153677","C01210","M-NH3+H[1+]","0.000108766769983504"
"445.1323212","C00255","M+HCOONa[1+]","0.000655266770024809"
"246.0469142","C01099","M(C13)+H[1+]","0.00143773323000573"
"246.0469142","C01131","M(C13)+H[1+]","0.00143773323000573"
"882.1278222","C00531","M(S34)+H[1+]","0.00655426677008109"
"882.1278222","C00531","M(Cl37)+H[1+]","0.00795426677007072"
"327.0071788","C01236","M+HCOONa[1+]","0.00159766676995332"
"327.0071788","C01286","M+HCOONa[1+]","0.00159766676995332"
"184.0602762","C00847","M+H[1+]","0.000200266770008284"
"184.0602762","C00971","M+H2O+H[1+]","0.000200266770008284"
"184.0602762","C01118","M-H4O2+H[1+]","0.000100266770004964"
"642.8603358","C01204","M-H2O+H[1+]","0.00225933322997207"
"139.0422223","C00262","M(S34)+H[1+]","0.000645833229981463"
"139.0422223","C00262","M(Cl37)+H[1+]","0.000754166770008169"
"424.2769998","C00397","M-CO2+H[1+]","0.000423333230003209"
"183.07809","C00526","M-HCOOH+H[1+]","0.00161353322999958"
"277.0560925","C00364","M-HCOOH+H[1+]","0.00238396677002584"
"182.0922832","C00881","M-HCOOH+H[1+]","0.000193266769997535"
"205.0599532","C00127","M+3H[3+]","0.00201006656331515"
"205.0599532","C00248","M[1+]","0.00045319999998128"
"205.0599532","C01175","M+H+Na[2+]","0.00102673322999181"
"170.1003905","C00534","M(C13)+H[1+]","0.000185966770004597"
"95.0126531","C01059","M-NH3+H[1+]","0.000123366769997801"
"95.0126531","C00433","M-H4O2+H[1+]","2.33667700086926e-05"
"95.0126531","C00490","M-H4O2+H[1+]","2.33667700086926e-05"
"352.9833274","C01243","M-HCOONa+H[1+]","0.00105093322997618"
"352.9833274","C01245","M-HCOONa+H[1+]","0.00105093322997618"
"225.0769506","C00482","M+H[1+]","0.00117413322999482"
"179.1065177","C01223","M-H4O2+H[1+]","0.00124123322999026"
"171.1490171","C00612","M-NH3+H[1+]","0.000259366769995495"
"171.1490171","C01029","M-NH3+H[1+]","0.000259366769995495"
"171.1490171","C01037","M-H2O+H[1+]","0.000159366769992175"
"170.0962553","C00915","M+2H[2+]","0.000171166770002174"
"143.4693356","C01054","M(C13)+3H[3+]","0.00107420010331793"
"130.0991793","C01181","M-NH3+H[1+]","0.000302833229994803"
"307.0364145","C00542","M+HCOOK[1+]","0.00043803323001157"
"307.0364145","C00799","M+HCOOK[1+]","0.00026196677004009"
"307.0364145","C00858","M+K[1+]","3.80332299982911e-05"
"218.0664994","C00913","M+HCOONa[1+]","0.00172293322998485"
"218.0664994","C01300","M+Na[1+]","0.00162293322998153"
"135.1166962","C00808","M-H2O+H[1+]","8.02667699986159e-05"
"135.1166962","C00809","M-H2O+H[1+]","8.02667699986159e-05"
"135.1166962","C00964","M-H2O+H[1+]","8.02667699986159e-05"
"135.1166962","C01123","M-H2O+H[1+]","8.02667699986159e-05"
"268.0186577","C01102","M+HCOONa[1+]","0.000618766770003276"
"110.071216","C01349","M(C13)+3H[3+]","0.000139533230012034"
"110.071216","C00135","M-HCOOH+H[1+]","0.000160466769983714"
"110.071216","C00768","M-HCOOH+H[1+]","0.000160466769983714"
"110.071216","C01035","M-H4O2+H[1+]","3.95332299945039e-05"
"110.071216","C01162","M-HCOOH+H[1+]","0.000160466769983714"
"142.0498371","C01109","M-NH3+H[1+]","3.9366770010929e-05"
"142.0498371","C00253","M+H2O+H[1+]","3.9366770010929e-05"
"142.0498371","C00651","M-H2O+H[1+]","3.9366770010929e-05"
"142.0498371","C01215","M-HCOOH+H[1+]","0.000139366770014249"
"203.1024402","C01239","M-H2O+H[1+]","0.000136266769999338"
"232.9891083","C01180","M+HCOOK[1+]","0.00113183323000499"
"279.1023234","C01425","M(Cl37)+H[1+]","0.00204693322996263"
"188.0052471","C00197","M(C13)+H[1+]","0.00167063322999184"
"188.0052471","C00597","M(C13)+H[1+]","0.00167063322999184"
"188.0052471","C00631","M(C13)+H[1+]","0.00167063322999184"
"233.1129431","C01410","M+H[1+]","0.000233366770004295"
"233.1129431","C01425","M-CO2+H[1+]","0.000333366770007615"
"243.1082545","C00062","M+HCOONa[1+]","0.00187803322995705"
"243.1082545","C00792","M+HCOONa[1+]","0.00187803322995705"
"243.1082545","C01298","M+Na[1+]","0.00177803322998216"
"318.9928935","C00085","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00092","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00103","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00275","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00446","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00636","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00663","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C00668","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01002","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01094","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01097","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01113","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01171","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01172","M+NaCl[1+]","0.0026829667700099"
"318.9928935","C01177","M+NaCl[1+]","0.0026829667700099"
"294.1004758","C00284","M(C13)+H[1+]","0.000900666770007774"
"311.2209186","C01226","M+H2O+H[1+]","0.00075786677001588"
"90.11060092","C00134","M(C13)+H[1+]","7.55467699917745e-05"
"173.0919739","C00666","M-H2O+H[1+]","0.000102566770010526"
"173.0919739","C00680","M-H2O+H[1+]","0.000102566770010526"
"116.9970005","C00409","M+HCOONa[1+]","0.00107596676998867"
"467.2585222","C00397","M[1+]","0.000577799999973649"
"132.0556335","C00418","M-NH3+H[1+]","0.00125703322999016"
"132.0556335","C00522","M-NH3+H[1+]","0.00125703322999016"
"173.0919711","C00666","M-H2O+H[1+]","0.000105366770014825"
"173.0919711","C00680","M-H2O+H[1+]","0.000105366770014825"
"134.0599039","C00561","M+H[1+]","0.000172566770004323"
"134.0599039","C00314","M-H4O2+H[1+]","7.25667700294252e-05"
"134.0599039","C00547","M-H4O2+H[1+]","7.25667700294252e-05"
"183.1239643","C00386","M-CO2+H[1+]","0.000112166769980604"
"121.0395425","C00785","M-H2O+H[1+]","3.39667700046675e-05"
